"datasetstring","idstring","messageslist","directionstring","metadatadict"
"doda","doda_14711","[{""content"": ""ترجم من الدارجة للفصحى: واخا, ماش ماتقدارش تابزاز علا راسك تكون عاقلاني فهادشي?"", ""role"": ""user""},{""content"": ""حسنًا، ألا تستطيع أن تجبر نفسك على التعقل بشأنه؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_2185","[{""content"": ""ترجم من الدارجة للفصحى: انا غادي للبرج ديال لندن. تقدر تقول ليا منين ندوز؟"", ""role"": ""user""},{""content"": ""أنا ذاهب إلى برج لندن . هل تستطيع أن تخبرني كيف أصل إلى هناك ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_195","[{""content"": ""ترجم من الدارجة للفصحى: عافاك خليهوم على برا. <|assistant|> من فضلك اتركهم بالخارج . <|user|> ترجم من الدارجة للفصحى: راه صاك صغير زرق غامق. <|assistant|> إنها حقيبة زرقاء صغيرة تحمل ليلا . <|user|> ترجم من الدارجة للفصحى: منين نقدر ناخد الطوبيس باش نمشي للمتحف؟ <|assistant|> من أين أستقل الأوتوبيس كى أذهب إلى المتحف ؟ <|user|> ترجم من الدارجة للفصحى: بلا كيتشوب، عافاك."", ""role"": ""user""},{""content"": ""لا تضع كيتشأب ، من فضلك ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_7333","[{""content"": ""ترجم من الدارجة للفصحى: مياوعشرين مليون د السكان ف بلاد فيها تلتميا وتمانين الف كيلومتر مربع؟"", ""role"": ""user""},{""content"": ""مائة وعشرين مليون شخص في أرض مساحتها ثلاثمائة وثمانين ألف كيلو متر مربع ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_1037","[{""content"": ""ترجم من الدارجة للفصحى: كيوشو راها جزيرا كبيرا ف الجنوب ديال اليابان. <|assistant|> كيوشو جزيرة كبيرة بجنوب اليابان . <|user|> ترجم من الدارجة للفصحى: نزل ف لمحطا ديال فيچطوريا. و شد الخط ديال إيست ويست. <|assistant|> انزل في محطة فيكتوريا واستقل الخط المتجه من الشرق إلى الغرب . <|user|> ترجم من الدارجة للفصحى: وقتاش كاتحل؟ <|assistant|> متي تفتحون ؟ <|user|> ترجم من الدارجة للفصحى: هادي لحم التمساح مقلية. لذيذة بزاف، و مقرمشة شوية."", ""role"": ""user""},{""content"": ""إنه لحم تمساح محمر . إنه لذيذ للغاية ، مقرمش بعض الشيء ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_25799","[{""content"": ""ترجم من الدارجة للفصحى: كايمشي لكانيسا نهار لحد"", ""role"": ""user""},{""content"": ""يذهب إلى الكنيسة يوم الأحد"", ""role"": ""assistant""}]","dr_msa","null"
"doda_multi_turns","doda_multi_turns_3317","[{""content"": ""ترجم من الدارجة للفصحى: أنا لابس شي حاجة بحالها!"", ""role"": ""user""},{""content"": ""أنا أرتدي شيئًا مشابهًا جدًا بنفسي!"", ""role"": ""assistant""},{""content"": ""ترجم: راه زوين بحال هاكّا, خفيف, أُ منعش"", ""role"": ""user""},{""content"": ""إنه جيد هكذا، خفيف، منعش!"", ""role"": ""assistant""},{""content"": ""ترجم: ماتمشيش لديك لبلاصا"", ""role"": ""user""},{""content"": ""لا تذهب إلى ذلك المكان"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_1355","[{""content"": ""ترجم من الدارجة للفصحى: شنو مبرزطك?"", ""role"": ""user""},{""content"": ""ما الذي يُزعجك؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_11283","[{""content"": ""ترجم من الدارجة للفصحى: طاولة احدا النافذة، عافاك."", ""role"": ""user""},{""content"": ""مائدة بجوار النافذة من فضلك ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_18923","[{""content"": ""ترجم من الدارجة للفصحى: حدي راسك, أنا غير طبيب نفساني ديالك!"", ""role"": ""user""},{""content"": ""كني حذرًة، أنا فقط طبيبك النفسي!"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_7923","[{""content"": ""ترجم من الدارجة للفصحى: راني عطيتك ميات دولار."", ""role"": ""user""},{""content"": ""أعطيتك ورقة بمائة دولار ."", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_559","[{""content"": ""ترجم من الدارجة للفصحى: واش كيوصل هال الطوبيس لوسط المدينة؟ <|assistant|> هل تذهب هذه الحافلة إلى وسط المدينة ؟ <|user|> ترجم من الدارجة للفصحى: حنا بجوج بينا، إدا ناخدوا الحجم الكبير؟ <|assistant|> يوجد اثنان منا ، لذلك هل لنا أن نحصل على المقاس الكبير ؟ <|user|> ترجم من الدارجة للفصحى: كاينا شي حاجا ماتقدرش تاكلها؟ <|assistant|> هل هناك أيّ شيء لا يمكنك آكله ؟ <|user|> ترجم من الدارجة للفصحى: شكرا ليك مع ذلك بلحاق خاصني نمشي."", ""role"": ""user""},{""content"": ""شكراً ، نفس الشيء تماما ، لكن في الواقع علي أن أنصرف ."", ""role"": ""assistant""}]","dr_msa","null"
"flores+","flores+_275","[{""content"": ""ترجم من الدارجة للفصحى: اعتمدت الخطة الأمريكية على شن هجمات منسقة من ثلاثة اتجاهات مختلفة."", ""role"": ""user""},{""content"": ""اعتمدت الخطة الأمريكية على شن هجمات منظمة من ثلاثة اتجاهات مختلفة."", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_4871","[{""content"": ""ترجم من الدارجة للفصحى: خرج من لخدما <|assistant|> ترك العمل <|user|> ترجم من الدارجة للفصحى: غير لأغنيا لأسبوعيا? <|assistant|> فقط الأغنية الأسبوعية؟ <|user|> ترجم من الدارجة للفصحى: عافاك واخا تسدّ شرجم معاك <|assistant|> من فضلك، هل يمكنك أن تغلق النافذة <|user|> ترجم من الدارجة للفصحى: تانقتارح أنّاك تسمع كتر أُ تهدر قلّ"", ""role"": ""user""},{""content"": ""أقترح عليك أن تستمع أكثر وتتكلم أقل"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_13701","[{""content"": ""ترجم من الدارجة للفصحى: شد الطوبيس نمرا واحد و نزل ف المحطة التالتا."", ""role"": ""user""},{""content"": ""خذ الحافلة رقم واحد وانزل في المحطة الثالثة ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_7227","[{""content"": ""ترجم من الدارجة للفصحى: خلصت تلتميا و عشرين دولار فل المحال المعفي من الرسوم الجمركية."", ""role"": ""user""},{""content"": ""سددت ثلاثمائة وعشرين دولارا بالسوق الحرة ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_33119","[{""content"": ""ترجم من الدارجة للفصحى: دراري الضاسرين كايكنّيو عليه كنييات"", ""role"": ""user""},{""content"": ""الأولاد الأشقياء يطلقون عليه أسماء"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_1099","[{""content"": ""ترجم من الدارجة للفصحى: خود هادا مورا لماكلا تلاتة لمرات ف النهار."", ""role"": ""user""},{""content"": ""خذ هذا بعد كل وجبة ثلاث مرات في اليوم ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_14171","[{""content"": ""ترجم من الدارجة للفصحى: غرصون، واخا تجيب لحساب، عفاك؟"", ""role"": ""user""},{""content"": ""أيها النادل ، هلا أحضرت لي الفاتورة ، من فضلك ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_3375","[{""content"": ""ترجم من الدارجة للفصحى: وقتاش الماتش ديال الباسكيط؟"", ""role"": ""user""},{""content"": ""متى بدأت مباراة كرة السلة ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_4945","[{""content"": ""ترجم من الدارجة للفصحى: بغيت نحجز غرفة فردية فالأوطيل ديالك، تلاتة ليالي ابتداء من واحد يوليوز."", ""role"": ""user""},{""content"": ""أود حجز غرفة منفردة في فندقكم لثلاث ليال من واحد يوليو ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_14659","[{""content"": ""ترجم من الدارجة للفصحى: تقدر تلقا تلاتة ديال البلايص؟"", ""role"": ""user""},{""content"": ""هل يمكنك الجلوس هناك ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_12841","[{""content"": ""ترجم من الدارجة للفصحى: واخا. ولكن كا نتمنى ما ياخدش بزاف دالوقت."", ""role"": ""user""},{""content"": ""موافق . ولكن أتمنى ألا تأخذ وقت طويل ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_30617","[{""content"": ""ترجم من الدارجة للفصحى: من حوسن حاضّي كان عندي شويا ديال لخوبز ف الساك ديالي"", ""role"": ""user""},{""content"": ""من حسن حظي أنني كنت أحمل بعض الخبز في حقيبتي"", ""role"": ""assistant""}]","dr_msa","null"
"doda_multi_turns","doda_multi_turns_4001","[{""content"": ""ترجم من الدارجة للفصحى: هاد الجامع خصّو إمام جديد"", ""role"": ""user""},{""content"": ""هذا المسجد يحتاج إلى إمام جديد"", ""role"": ""assistant""},{""content"": ""ترجم: هنا, غادي نخبيها ليك"", ""role"": ""user""},{""content"": ""هنا، سأخفيه لك"", ""role"": ""assistant""},{""content"": ""ترجم: أُه, ماشي موشكيل, ماشي لغالت ديالك!"", ""role"": ""user""},{""content"": ""أوه، لا تقلق، ليس خطأك!"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_23699","[{""content"": ""ترجم من الدارجة للفصحى: أش خديتي?"", ""role"": ""user""},{""content"": ""ماذا حصلت؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_9219","[{""content"": ""ترجم من الدارجة للفصحى: جوج فريت، واحد كوكا. جوج دولار عافاك."", ""role"": ""user""},{""content"": ""اثنين بطاطس مقلية وواحدة كولا . دولاران من فضلك ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_483","[{""content"": ""ترجم من الدارجة للفصحى: شحال تكلفة الغرفة؟"", ""role"": ""user""},{""content"": ""كم سعر الغرفة ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_20471","[{""content"": ""ترجم من الدارجة للفصحى: شحال تلوقت باش توصل ل تطوان"", ""role"": ""user""},{""content"": ""كم من الوقت يستغرق الوصول إلى تطوان؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_12291","[{""content"": ""ترجم من الدارجة للفصحى: بلايصنا هوما جي اخمسطاش و جي اسطاش. واش تقدر توريهوم لينا؟"", ""role"": ""user""},{""content"": ""مقاعدنا هي (ج) خمسة عشرة و(ج) ستة عشر . هل يمكن أن ترينا المقاعد ؟"", ""role"": ""assistant""}]","dr_msa","null"
"flores+","flores+_2381","[{""content"": ""ترجم من الدارجة للفصحى: تدارت الإصلاحات لقتصادية اللولة فلوقت نتاع دينغ شياوبينغ."", ""role"": ""user""},{""content"": ""تمت أول الإصلاحات الاقتصادية تحت قيادة دينج شياو بينج."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_35867","[{""content"": ""ترجم من الدارجة للفصحى: أروپّا ماشي بلاد"", ""role"": ""user""},{""content"": ""أوروبا ليست دولة"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_39371","[{""content"": ""ترجم من الدارجة للفصحى: شحال من درّي?"", ""role"": ""user""},{""content"": ""كم عدد الأولاد؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_41","[{""content"": ""ترجم من الدارجة للفصحى: سمعت أنّاك تقدر تشوف شي طويّرات غزالين ألا كان عندك الزهر"", ""role"": ""user""},{""content"": ""أسمع أنك يمكن أن ترى بعض الطيور الجميلة إذا كنت محظوظًا"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_13971","[{""content"": ""ترجم من الدارجة للفصحى: جواز السفر ديالي تسرق، هو و سبعين دولار."", ""role"": ""user""},{""content"": ""سُرق جواز سفري مع سبعين دولارا ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_5891","[{""content"": ""ترجم من الدارجة للفصحى: تانا عندي حفايد"", ""role"": ""user""},{""content"": ""لدي أحفاد أيضًا"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_39917","[{""content"": ""ترجم من الدارجة للفصحى: تحرق حرقا خايبا"", ""role"": ""user""},{""content"": ""لقد أُصيب بحروق بالغة"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_735","[{""content"": ""ترجم من الدارجة للفصحى: علاش هاد الصف؟"", ""role"": ""user""},{""content"": ""لماذا هذا الخط ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_8619","[{""content"": ""ترجم من الدارجة للفصحى: ماخديتش القطار ديالي."", ""role"": ""user""},{""content"": ""لن أدرك قطاري ."", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_1235","[{""content"": ""ترجم من الدارجة للفصحى: وقت الحجز ديالك غادي يبدا فالجوج مورا الظهر، بينما تسالي واحد الحفلة اخرى من هنا شويا . <|assistant|> وقت بدايتك هو اثنين ظهراً كما حجزت . ولكن حفلة أخرى ستنتهي بعد قليل . <|user|> ترجم من الدارجة للفصحى: بغيت نكري سيارة متوسطة في الحجم لمدة تلت ايام. <|assistant|> أريد استئجار سيارة متوسطة الحجم لثلاثة أيام . <|user|> ترجم من الدارجة للفصحى: بغيت ندير الحجز للستة دهاد العشية. <|assistant|> أريد أن أعمل حجز للساعة السادسة هذه الليلة . <|user|> ترجم من الدارجة للفصحى: كاتبيعو بوحدو؟"", ""role"": ""user""},{""content"": ""هل ستبيعهم منفصلين ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_1239","[{""content"": ""ترجم من الدارجة للفصحى: سميتها السيدة غريسو، ياك؟ <|assistant|> إن اسمها الآنسة جريجسون ، أليس كذلك ؟ <|user|> ترجم من الدارجة للفصحى: وقتاش نوصلو؟ <|assistant|> متى سنصل ؟ <|user|> ترجم من الدارجة للفصحى: بغيت نلغي الطلب ديال الأطباق الأخرى حيت الخدمة تقيلة بزاف. <|assistant|> أريد إلغاء الأطباق الأخرى لأنه يستغرق وقتاً طويلاً . <|user|> ترجم من الدارجة للفصحى: اشنو؟ غادي تطلب مني الفلوس؟ ها، ها، ها. الاستهزاء ديالك قاصح. واش ماماك فخبارها هاد الشي؟"", ""role"": ""user""},{""content"": ""ماذا ؟ هل ستتهمني . ها ، ها ، ها لقد أصبحت عديم الحساسية . هل تعلم والدتك بهذا ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_9827","[{""content"": ""ترجم من الدارجة للفصحى: واخا تجيب ليا شي غيد ياباني؟"", ""role"": ""user""},{""content"": ""هل لي بمرشد ياباني ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_10929","[{""content"": ""ترجم من الدارجة للفصحى: باسم ياماتو كوجيو كانشكرك بزاف على لطفك و مساعدتك فوت الاجتماع اللي تسالا بنتائج جيدة."", ""role"": ""user""},{""content"": ""بالنيابة عن ياماتو كوجيو يجب أن أشكرك للغاية على لطفك وعونك في إدارة هذه الجلسة لتنتهي بهذه النتائج الطيبة ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_13009","[{""content"": ""ترجم من الدارجة للفصحى: اشكون اللي أكتار شعبية؟"", ""role"": ""user""},{""content"": ""أيهم الأكثر شعبية ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_3731","[{""content"": ""ترجم من الدارجة للفصحى: خمر احمر؟ ماشي مر؟"", ""role"": ""user""},{""content"": ""نبيذ أحمر ؟ أليس مر الطعم ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_2873","[{""content"": ""ترجم من الدارجة للفصحى: يللاه بينا."", ""role"": ""user""},{""content"": ""هيا بنا نذهب ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_10085","[{""content"": ""ترجم من الدارجة للفصحى: تبعني"", ""role"": ""user""},{""content"": ""اتبعني"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_34925","[{""content"": ""ترجم من الدارجة للفصحى: بغيت نطوّر راصي"", ""role"": ""user""},{""content"": ""أود أن أحسن من نفسي"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_2129","[{""content"": ""ترجم من الدارجة للفصحى: كانتمنا ليك زواج سعيد."", ""role"": ""user""},{""content"": ""أتمنى لك زواجاً سعيداً ."", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_2411","[{""content"": ""ترجم من الدارجة للفصحى: أُ إلا نعست كايكون عاندي أحلام غاريبا. <|assistant|> وإذا نمت، أحلم بأحلام غريبة. <|user|> ترجم من الدارجة للفصحى: ماكرهتش. <|assistant|> سأحب ذلك. <|user|> ترجم من الدارجة للفصحى: غادي نحاول نطفي عقلي أُمانفاكرش فهادشي <|assistant|> سأحاول أن أغلق ولا أفكر في ذلك <|user|> ترجم من الدارجة للفصحى: أه شهار لعاسال بدّل لييا حياتي"", ""role"": ""user""},{""content"": ""نعم، شهر العسل قد غيّر حياتي"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_15573","[{""content"": ""ترجم من الدارجة للفصحى: واش تقدر تجيب ليا اللإبزار، عافاك؟"", ""role"": ""user""},{""content"": ""هل يمكنك أن تحضر لي بعض الفلفل ، من فضلك ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_3179","[{""content"": ""ترجم من الدارجة للفصحى: بلا حليب! <|assistant|> بدون حليب! <|user|> ترجم من الدارجة للفصحى: كاتعجبني ل برازيل <|assistant|> أنا أحب البرازيل <|user|> ترجم من الدارجة للفصحى: أنا فرحان <|assistant|> أنا سعيد <|user|> ترجم من الدارجة للفصحى: أه, ديالها"", ""role"": ""user""},{""content"": ""نعم، إنها لها."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_5949","[{""content"": ""ترجم من الدارجة للفصحى: شنو كايعني هاد لافتة المرور؟"", ""role"": ""user""},{""content"": ""ما معنى علامة المرور هذه ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_4023","[{""content"": ""ترجم من الدارجة للفصحى: بغيت شي حاجة ديال القبط."", ""role"": ""user""},{""content"": ""أريد شيء من أجل الإمساك ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_5633","[{""content"": ""ترجم من الدارجة للفصحى: واخا. غادي ناخدو. واش تقدر تغلفو ليا كهدية، عافاك؟"", ""role"": ""user""},{""content"": ""حسناً . سوف أخذها . هلاّ غلّفتها كهدية ، من فضلك ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda_multi_turns","doda_multi_turns_1373","[{""content"": ""ترجم من الدارجة للفصحى: فيك الجوع?"", ""role"": ""user""},{""content"": ""هل أنت جائع؟"", ""role"": ""assistant""},{""content"": ""ترجم: خود كاس ديال نابيد"", ""role"": ""user""},{""content"": ""خذ كأساً من النبيذ"", ""role"": ""assistant""},{""content"": ""ترجم: كاينا شي حاجة خرا بغيتي تسوّلني عليها?"", ""role"": ""user""},{""content"": ""هل هناك أي شيء آخر تود أن تسألني عنه؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_10393","[{""content"": ""ترجم من الدارجة للفصحى: شكرا ليك. نقدر ناخد توصيل، عافاك؟"", ""role"": ""user""},{""content"": ""شكرا لك . هل ممكن إيصال ، من فضلك ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_15275","[{""content"": ""ترجم من الدارجة للفصحى: مودّا طويلا"", ""role"": ""user""},{""content"": ""وقت طويل"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_17009","[{""content"": ""ترجم من الدارجة للفصحى: عندي جتيماع موهيم خاسني نحضر ليه إلا قدرو يعتقونا بزربا!"", ""role"": ""user""},{""content"": ""لدي اجتماع مهم جدًا يجب أن أحضره إذا استطاعوا إنقاذنا قريبًا!"", ""role"": ""assistant""}]","dr_msa","null"
"flores+","flores+_2891","[{""content"": ""ترجم من الدارجة للفصحى: كيقولو أن هاد الطائر الجارح اللي دمُّو سخون أو كلُّو ريش, تيزعموا أنّهُ كان تيمشي على رجليه واقف, أو عندو مخالب فحال فيلوسيرابتور."", ""role"": ""user""},{""content"": ""ويُعتقد أن هذا الطائر الجارح ذو الريش الكامل والدم الحار قد سار في وضع عمودي على ساقين بمخالب مثل الفيلوسيرابتور."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_23501","[{""content"": ""ترجم من الدارجة للفصحى: هادشي مزيان?"", ""role"": ""user""},{""content"": ""هل هذا جيد؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_38597","[{""content"": ""ترجم من الدارجة للفصحى: فيه لموت د الجوع"", ""role"": ""user""},{""content"": ""إنه يتضور جوعًا"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_22955","[{""content"": ""ترجم من الدارجة للفصحى: كون كان كليان كتر غاتكون لقاضيا مبرّعا."", ""role"": ""user""},{""content"": ""لكان رائعًا أن يكون هناك المزيد من العملاء."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_15111","[{""content"": ""ترجم من الدارجة للفصحى: واش يمكن ليك تتصل بشي طبيب، عافاك؟"", ""role"": ""user""},{""content"": ""هلا استدعيت طبيبا ، من فضلك ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_299","[{""content"": ""ترجم من الدارجة للفصحى: هادي طبلا"", ""role"": ""user""},{""content"": ""هذه طاولة"", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_779","[{""content"": ""ترجم من الدارجة للفصحى: لواضع ديالو ماكايخاليهش يحات راسو فبلاستاك <|assistant|> وضعه لا يجعله يضع نفسه مكانك <|user|> ترجم من الدارجة للفصحى: لعبت شويا قبل. <|assistant|> لقد لعبت قليلاً في الماضي. <|user|> ترجم من الدارجة للفصحى: واش جاك لعطش? <|assistant|> هل أنت عطشان؟ <|user|> ترجم من الدارجة للفصحى: باش تعيش هاد ناوع ديال تاجريبا بوحدك, خوسوسان كا درّي سغير, مازوينش بزاف"", ""role"": ""user""},{""content"": ""عيش هذا النوع من التجارب وحيدًا، وخاصةً للطفل، ليس ممتعًا على الإطلاق."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_11741","[{""content"": ""ترجم من الدارجة للفصحى: المقعد مهرس."", ""role"": ""user""},{""content"": ""المقعد مكسور ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_1639","[{""content"": ""ترجم من الدارجة للفصحى: مامتأكدش بالحق غادي نقول ليها باللي راك اتصلتي."", ""role"": ""user""},{""content"": ""لست متأكداً ولكنني سأبلغها إنك اتصلت ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_1885","[{""content"": ""ترجم من الدارجة للفصحى: أنا غادي ندوز ليك السيد سوزوكي."", ""role"": ""user""},{""content"": ""سأحيلك إلى السيد سوزوكي ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_10933","[{""content"": ""ترجم من الدارجة للفصحى: ها هو جا الطوبيس. كان خاصك تزرب."", ""role"": ""user""},{""content"": ""ها قد وصلت الحافلة . من الأفضل أن تسرع ."", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_1487","[{""content"": ""ترجم من الدارجة للفصحى: فاش خدّامين واليديك? <|assistant|> ماذا يعمل والديك؟ <|user|> ترجم من الدارجة للفصحى: أنا كانتفهام مزيان <|assistant|> أفهم تمامًا <|user|> ترجم من الدارجة للفصحى: عافاك ڭولّيها راه ماماها دوّرات <|assistant|> من فضلك أخبرها أن أمها اتصلت <|user|> ترجم من الدارجة للفصحى: كانو سبرديلات ت سپورت فاش كانو داخلين اللفرّان والاكين خرجو منّو بحال شي طروفا تلفاخر."", ""role"": ""user""},{""content"": ""كانوا أحذية رياضية عندما دخلوا الفرن لكنهم خرجوا كتل من الفحم."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_24713","[{""content"": ""ترجم من الدارجة للفصحى: المحيط الأطلسي كبير بزّاف"", ""role"": ""user""},{""content"": ""المحيط الأطلسي شاسع"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_22391","[{""content"": ""ترجم من الدارجة للفصحى: أياه, نهار صعيب بزاف."", ""role"": ""user""},{""content"": ""نعم، يوم صعب جداً"", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_403","[{""content"": ""ترجم من الدارجة للفصحى: واقلا غلطت ف النمرا. <|assistant|> لا بد أنني اتصلت بالرقم الخاطئ . <|user|> ترجم من الدارجة للفصحى: في المسرح مباشرة من قبل المكتبة. ولكن خاصك تحجز. <|assistant|> عند المسرح بجوار المكتبة بالضبط . ولكن يجب أن تحجز . <|user|> ترجم من الدارجة للفصحى: واش عندك هاد الموديل فالصنادل؟ <|assistant|> هل لديك الشكل المفتوح من الأمام من هؤلاء ؟ <|user|> ترجم من الدارجة للفصحى: اسمعتي الأخبار؟"", ""role"": ""user""},{""content"": ""هل سمعت الأخبار ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_2057","[{""content"": ""ترجم من الدارجة للفصحى: هووّا عما"", ""role"": ""user""},{""content"": ""هو أعمى"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_8081","[{""content"": ""ترجم من الدارجة للفصحى: كايبان شي مرات كايخلاع شوييا"", ""role"": ""user""},{""content"": ""قد يبدو في بعض الأحيان مخيفًا بعض الشيء"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_27839","[{""content"": ""ترجم من الدارجة للفصحى: بدا بل أسإلا لباصيتا"", ""role"": ""user""},{""content"": ""ابدأ بأسئلة بسيطة."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_2377","[{""content"": ""ترجم من الدارجة للفصحى: واش يمكن ليك تقول لي كيفاش نوصل لإبيي وستمنستر؟"", ""role"": ""user""},{""content"": ""هلا قلت لي كيف أصل على دير وستنمستر ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_5767","[{""content"": ""ترجم من الدارجة للفصحى: واش يمكن ليك تجيب ليا الفطور مع التمنية دالصباح غدا؟"", ""role"": ""user""},{""content"": ""هلاّ أحضرت لي الإفطار في الثامنة من صباح الغد ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_35933","[{""content"": ""ترجم من الدارجة للفصحى: واش خصنا نكتبو هادشّي?"", ""role"": ""user""},{""content"": ""هل يجب علينا أن نكتب هذا؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_3107","[{""content"": ""ترجم من الدارجة للفصحى: بغيت نصيفط برقية."", ""role"": ""user""},{""content"": ""أود أن أرسل تلغرافا ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_2351","[{""content"": ""ترجم من الدارجة للفصحى: هما ضريفين بزاف"", ""role"": ""user""},{""content"": ""إنهم لطفاء جدًا"", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_1157","[{""content"": ""ترجم من الدارجة للفصحى: والاكين كون ركّزتي علا أنّاك دير كونترا ديال ل إسلاح مزيان معا المالين لاسّانسّور كون ڭاع ما وسلنا ل هاد لحالا هادي <|assistant|> ولكن لو ركزت على الحصول على عقد صيانة جيد مع مهندسي المصاعد لما كنا في هذا الموقف <|user|> ترجم من الدارجة للفصحى: كايتعلّم حوايج جداد <|assistant|> يتعلم أشياء جديدة <|user|> ترجم من الدارجة للفصحى: شبعت. <|assistant|> أنا شبعان. <|user|> ترجم من الدارجة للفصحى: واحاد قهوا جايا"", ""role"": ""user""},{""content"": ""قهوة واحدة قادمة"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_14933","[{""content"": ""ترجم من الدارجة للفصحى: محتاج لفلوس"", ""role"": ""user""},{""content"": ""أنا بحاجة إلى المال"", ""role"": ""assistant""}]","dr_msa","null"
