"dataset string","id string","messages list","direction string","metadata dict"
"doda","doda_9370","[{""content"": ""ترجم من الفصحى للدارجة: إنه وسيلة نقل آمنة للغاية، لا داعي للذعر"", ""role"": ""user""},{""content"": ""هيا راه واسيلا ديال ناقل أمينا بزاف, ماخسكش تخاف"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_41644","[{""content"": ""ترجم من الفصحى للدارجة: ربما يوجد إشارة هنا."", ""role"": ""user""},{""content"": ""إمكان كاينا إشارا هنا."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_14872","[{""content"": ""ترجم من الفصحى للدارجة: في سنك، العيش في عالم المانجا والرسوم المتحركة أمر مثير للشفقة"", ""role"": ""user""},{""content"": ""ف عمرك أُتعيش ف عالام لمانڭا أُ رسوم لمتحركة، كتجيب الشفقة"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_7342","[{""content"": ""ترجم من الفصحى للدارجة: آه نعم من فضلك!"", ""role"": ""user""},{""content"": ""أه لايحفظك!"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_9262","[{""content"": ""ترجم من الفصحى للدارجة: هل من الممكن أن أتلقي مكالمة إيقاظ في الساعة السابعة صباحا ؟"", ""role"": ""user""},{""content"": ""ممكن نتوصل باتصال يفيقني مع السبعة ديال الصباح؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_36280","[{""content"": ""ترجم من الفصحى للدارجة: سأجري عملية الخميس القادم"", ""role"": ""user""},{""content"": ""غاندير عامالييّا نهار لخميس"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_4538","[{""content"": ""ترجم من الفصحى للدارجة: إذن ، ما هي خططك بالنسبة لباكر ؟"", ""role"": ""user""},{""content"": ""إذا، شنو مخطط للغدا؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_38350","[{""content"": ""ترجم من الفصحى للدارجة: تخرج كمهندس"", ""role"": ""user""},{""content"": ""تخرّج مهندس"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_6298","[{""content"": ""ترجم من الفصحى للدارجة: هل يمكنك بعد ذلك أن تريني بطاقة ائتمان رئيسية ورخصة قيادة سائقك ؟"", ""role"": ""user""},{""content"": ""علا هاد لحساب، وخا توريني كارط غيشي لي معروفا عندكم، و البيرمي؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_2580","[{""content"": ""ترجم من الفصحى للدارجة: هل لديكم وجبات خفيفة ؟"", ""role"": ""user""},{""content"": ""واش عندك شي وجبة خفيفة؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_30364","[{""content"": ""ترجم من الفصحى للدارجة: هذا المصعد يتعطل كثيرًا وجرس الإنذار لا يعمل"", ""role"": ""user""},{""content"": ""هاد أسسنسور كايخسر بزاف أُ ل ألارم ماكايخدامش"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_5764","[{""content"": ""ترجم من الفصحى للدارجة: خمسة أشهر ."", ""role"": ""user""},{""content"": ""خمس شهور."", ""role"": ""assistant""}]","msa_dr","null"
"madar_few_shot","madar_few_shot_1352","[{""content"": ""ترجم من الفصحى للدارجة: غلفها , من فضلك . <|assistant|> غلفو، عافاك. <|user|> ترجم من الفصحى للدارجة: كيف يمكن أن أذهب إلى هوليوود ؟ <|assistant|> كيفاش كايمشيو ل هوليود؟ <|user|> ترجم من الفصحى للدارجة: ربما تفقد الحجز إذا نسيت . <|assistant|> إلا كنتي انسيتي، غادي تخسر الحجز ديالك. <|user|> ترجم من الفصحى للدارجة: من فضلك حاول مرة أخرى ."", ""role"": ""user""},{""content"": ""عافاك حاول مرة اخرى."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_552","[{""content"": ""ترجم من الفصحى للدارجة: هل يتوقف هذا القطار في بالتيمور ؟"", ""role"": ""user""},{""content"": ""واش هاد القطار كايتوقف فبالتيمور؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_13842","[{""content"": ""ترجم من الفصحى للدارجة: هل يمكن من فضلك أن برسل لي خريطة بالفاكس لكي أصل إلى مكتبكم ؟"", ""role"": ""user""},{""content"": ""تقدر اتفاكسي ليا خريطة باش نوصل للمكتب ديالك؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_1066","[{""content"": ""ترجم من الفصحى للدارجة: بدا أن كل شيء ذهب بشكل خاطئ اليوم..."", ""role"": ""user""},{""content"": ""تا حاجة ما ميسّرا ليوما..."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_15772","[{""content"": ""ترجم من الفصحى للدارجة: كيف تستخدمه ؟"", ""role"": ""user""},{""content"": ""كيف كاتدير تستخدمها؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_10930","[{""content"": ""ترجم من الفصحى للدارجة: تقدم للأمام اتجه يمنياً عند الناصية الثالثة ."", ""role"": ""user""},{""content"": ""سير نيشان و دور على ليمن فالزنقة التالتة."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_10124","[{""content"": ""ترجم من الفصحى للدارجة: مرحبا ، هذه غرفة ثلاثة صفر خمسة ."", ""role"": ""user""},{""content"": ""السلام، هادي الغرفة تلت ميا و خمسة."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_36748","[{""content"": ""ترجم من الفصحى للدارجة: إذا قمت بالمزيد سأبدأ فعلاً بفقدان عقلي."", ""role"": ""user""},{""content"": ""إلا دارت كتار, غادي نبدا نبووّق"", ""role"": ""assistant""}]","msa_dr","null"
"doda_few_shot","doda_few_shot_4654","[{""content"": ""ترجم من الفصحى للدارجة: أنا لا أعرفه. <|assistant|> ما كانعرفوش <|user|> ترجم من الفصحى للدارجة: أذهب إلى النادي الرياضي <|assistant|> كانمشي ل لاصال <|user|> ترجم من الفصحى للدارجة: آسف. <|assistant|> سماح لييا. <|user|> ترجم من الفصحى للدارجة: ولكنهم مجرد بط."", ""role"": ""user""},{""content"": ""والاكين راهوم هي بطّات."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_27898","[{""content"": ""ترجم من الفصحى للدارجة: ذلك جيد"", ""role"": ""user""},{""content"": ""داكشي مزيان"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_15788","[{""content"": ""ترجم من الفصحى للدارجة: لقد طلبت مقعد لغير المدخنين ، لكنني الآن جالس في مقعد للمدخنين ."", ""role"": ""user""},{""content"": ""كنت اطلبت مقعد غير المدخنين، بالحق لقيت راسي فبلاصة المدخنين."", ""role"": ""assistant""}]","msa_dr","null"
"madar_multi_turns","madar_multi_turns_1704","[{""content"": ""ترجم من الفصحى للدارجة: حوالي ثلاثة ملايين ونصف المليون ين ."", ""role"": ""user""},{""content"": ""تقريبن تلاتة ديال المليون و نص ديال الين."", ""role"": ""assistant""},{""content"": ""ترجم: أود أن أعرف ما هي تكلفة إجراء مكالمة هاتفية إلى نيويورك ."", ""role"": ""user""},{""content"": ""بغيت نعرف تكلفة الاتصال الهاتفي لنيويورك."", ""role"": ""assistant""},{""content"": ""ترجم: أنا آسف يا سيد شيمادا , السيد راسل في الخارج ؟"", ""role"": ""user""},{""content"": ""أنا اسف، سيد شيمادا. سيد روسيل اخرج."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_24082","[{""content"": ""ترجم من الفصحى للدارجة: هناك الزر الأحمر الكبير!"", ""role"": ""user""},{""content"": ""كاين تما لبوتون لحمار لكبير!"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_2","[{""content"": ""ترجم من الفصحى للدارجة: تذكرة إلى شيكاغو ، من فضلك ."", ""role"": ""user""},{""content"": ""تذكرة لشيكاغو، عافاك."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_7318","[{""content"": ""ترجم من الفصحى للدارجة: كانت أحذيته مغطاة بالطين"", ""role"": ""user""},{""content"": ""ليبوط ديالو كانو مغطّيين ب لغيس"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_5102","[{""content"": ""ترجم من الفصحى للدارجة: أود حجز غرفة مزدوجة ابتداءً من الغد حتى يوم الاثنين ."", ""role"": ""user""},{""content"": ""بغيتك تخلي ليا شي شومبر ديال جوج د الناس من غدا حتال التنين."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_14870","[{""content"": ""ترجم من الفصحى للدارجة: هل يوجد طبيب يتحدث اليابانية ؟"", ""role"": ""user""},{""content"": ""واش كاين شي طبيب كيهضر باليابانية؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_39676","[{""content"": ""ترجم من الفصحى للدارجة: ما رأيك في صحن البرغر الخاص بنا"", ""role"": ""user""},{""content"": ""آش بانلك فالپلا دالبورݣر ديالنا؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_14144","[{""content"": ""ترجم من الفصحى للدارجة: كلا . شكراً . سيكون ظلاماً أغلب مدة الرحلة ، على أية حال ."", ""role"": ""user""},{""content"": ""لا، شكرا. غادي يكون الجو مظلم مدة الرحلة كلها، على كل حال."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_17212","[{""content"": ""ترجم من الفصحى للدارجة: مرحباً ساندرا، لدي شيء لأسألك عنه للصف القادم"", ""role"": ""user""},{""content"": ""صالام ساندرا, بيت نسوولك علا شي حاجا علا قبل لحيصّا الجايّا."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_13262","[{""content"": ""ترجم من الفصحى للدارجة: هيا بنا نذهب لمشاهدة مباراة تنس ."", ""role"": ""user""},{""content"": ""يللاه نشوفو مباراة التنس."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_15540","[{""content"": ""ترجم من الفصحى للدارجة: كنت أفكر في الأسبوع الأول من فبراير . مازلت يتعين علىّ ترتيب عملية الحجز ."", ""role"": ""user""},{""content"": ""كنت كانفكر فالسيمانة الأولى ديال فبراير. عاد خاصني نهتم بالحجز."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_2388","[{""content"": ""ترجم من الفصحى للدارجة: آه , إنى آسف . سوف أحضر طلبك بأقصى سرعة ممكنة ."", ""role"": ""user""},{""content"": ""اوه، كا نعتاذر . غادي نجيب ليك الطلب ديالك في أقرب وقت ممكن."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_6316","[{""content"": ""ترجم من الفصحى للدارجة: من فضلك اعطني رسالتين جويتين ."", ""role"": ""user""},{""content"": ""عافاك اعطيني جوج رسائل جوية؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_11000","[{""content"": ""ترجم من الفصحى للدارجة: معذرة . هل يمكن أن تدلني أي قطار يذهب إلى جادة هويلر ؟"", ""role"": ""user""},{""content"": ""اسمح ليا. واش تقدر تقولي اشمن قطار كايمشي لشارع ويلر؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_6440","[{""content"": ""ترجم من الفصحى للدارجة: هل هذا كل ما معك ؟"", ""role"": ""user""},{""content"": ""هادشي لي عندك؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_10924","[{""content"": ""ترجم من الفصحى للدارجة: ماذا تريد أن تفعل؟"", ""role"": ""user""},{""content"": ""أشنو باغي الدير?"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_10066","[{""content"": ""ترجم من الفصحى للدارجة: ما الذي سيحدث في الامتحان؟"", ""role"": ""user""},{""content"": ""أش غايوقع فلمتيحان?"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_21670","[{""content"": ""ترجم من الفصحى للدارجة: يستمتع بالمشي في الطبيعة"", ""role"": ""user""},{""content"": ""كايعجبو يتمشّا ف الطابيعا"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_40","[{""content"": ""ترجم من الفصحى للدارجة: أريد رقم شركة يونايتيد إيرلاينز ، من فضلك ."", ""role"": ""user""},{""content"": ""بغيت الرقم ديال خطوط طيران يونايتد، عافاك."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_8632","[{""content"": ""ترجم من الفصحى للدارجة: لدي نفوذ ضئيل جدًا"", ""role"": ""user""},{""content"": ""عاندي غير شوييا ديال نوفود"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_11872","[{""content"": ""ترجم من الفصحى للدارجة: أتريد ثوباً أبيض اللون ؟"", ""role"": ""user""},{""content"": ""عندك شي كسوة فلبيض؟"", ""role"": ""assistant""}]","msa_dr","null"
"flores+","flores+_4318","[{""content"": ""ترجم من الفصحى للدارجة: يُمكن اعتبار الذرة واحدة من وحدات البناء الأساسية لكل المواد."", ""role"": ""user""},{""content"": ""يمكن اعتبار الذرة واحدة من الأساسيات لكل مادة."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_2992","[{""content"": ""ترجم من الفصحى للدارجة: أخبرني من فضلك الأشخاص الذين ينبغي إبلاغهم في حالة الحوادث ."", ""role"": ""user""},{""content"": ""عافاك خليني نعرف شكون غادي نخبر فحالة وقوع حادثة."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_13026","[{""content"": ""ترجم من الفصحى للدارجة: يسمح بتعقب أعراض مثل ألم البطن ، الإسهال ، الحمى ، الصداع ، التهاب الحلق ، الطفح الجلدي ، والتقيؤ التي قد تكون حدثت خلال أسبوعين قبل عودتك ."", ""role"": ""user""},{""content"": ""كايقدر يحدد الأعراض بحال الام البطن، الاسهال، السخانة، التهاب الحلق، القي اللي يقدرو يوقعو جوج دالسيمانات قبل الرجوع ديالك."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_29950","[{""content"": ""ترجم من الفصحى للدارجة: هيا! يمكنك فعلها"", ""role"": ""user""},{""content"": ""يالّاه تقدر دّيرها"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_6352","[{""content"": ""ترجم من الفصحى للدارجة: تذاكر القطار السريع جيدة فقط للقطار والمقعد الذي حجزته ."", ""role"": ""user""},{""content"": ""التذاكر الاكسبريس صالحين غير للتران و البلاصة لي حجزتي."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_17002","[{""content"": ""ترجم من الفصحى للدارجة: ما هذا الكتاب المثير الذي تقرأه؟"", ""role"": ""user""},{""content"": ""أشناهووا هاد لكتاب لاوعر ليكاتقرا?"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_8660","[{""content"": ""ترجم من الفصحى للدارجة: هل يمكنك أن تسأل عن إمكانية ركوب طائرة تالية ؟"", ""role"": ""user""},{""content"": ""واش غادي يكون ممكن نسولو واش يقدر شي واحد ياخد رحلة من بعد؟"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_12694","[{""content"": ""ترجم من الفصحى للدارجة: من فضلك أرني واحدة أرخص ."", ""role"": ""user""},{""content"": ""وريني شي واحد رخص منو."", ""role"": ""assistant""}]","msa_dr","null"
"flores+","flores+_964","[{""content"": ""ترجم من الفصحى للدارجة: تصريح أنغكور مطلوب لدخول المعبد لذلك لا تنس أن تحضر جواز سفرك معك عندما تتجه إلى تونلي ساب."", ""role"": ""user""},{""content"": ""خاصك تدوز من أنكور باش تدخ للمعبد، داكشي باش مخصكش تنسا تجيب معاك لباسبور ديالك فاش تكون غادي ل Tonle Sap."", ""role"": ""assistant""}]","msa_dr","null"
"madar_few_shot","madar_few_shot_716","[{""content"": ""ترجم من الفصحى للدارجة: استئجار زلاقات وأحذية مرتفعة ، من فضلك . <|assistant|> شي حوايج ديال التزلج وصبابط للكراء، عافاك. <|user|> ترجم من الفصحى للدارجة: أريد زجاجة مياه معدنية . <|assistant|> بغيت قرعة ديال الماء المعدني. <|user|> ترجم من الفصحى للدارجة: أعطني صندوقاً من هذا الصنف . <|assistant|> اعطيني علبة واحدة من هاد الماركة. <|user|> ترجم من الفصحى للدارجة: قم بالسير للأمام في هذا الشارع حوالي لمسافة خمسة بلوكات تقريبا ستجد هناك على الناصية أحد الصيدليات . عندما تصل إلى هناك اتجه إلى اليمين . ستجدها تماما على يسارك ."", ""role"": ""user""},{""content"": ""سير نيشان فهاد الزنقة حتى تفوت خمسة شوارع، وراه كاينة تما صيدلية فالقنت. منين توصل لتما دور على اليمين. وغادي تشوفو غير على اليسار ديالك."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_13078","[{""content"": ""ترجم من الفصحى للدارجة: فقط حول الزاوية"", ""role"": ""user""},{""content"": ""غير معا الدورا"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_9410","[{""content"": ""ترجم من الفصحى للدارجة: من فضلك افتح الباب بالمفتاح الاحتياطي ."", ""role"": ""user""},{""content"": ""حل الباب بساروت دوبل عافاك."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_35656","[{""content"": ""ترجم من الفصحى للدارجة: كنت أظن أنهم يبدون جذابين..."", ""role"": ""user""},{""content"": ""أُ أنا كنت تانضنّ أنّهوم زوينين..."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_2638","[{""content"": ""ترجم من الفصحى للدارجة: أنا مراكشي"", ""role"": ""user""},{""content"": ""أنا مرّاكشي"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_13694","[{""content"": ""ترجم من الفصحى للدارجة: هل عندك آيس كريم ؟"", ""role"": ""user""},{""content"": ""واش عندك المثلجات؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_25408","[{""content"": ""ترجم من الفصحى للدارجة: الوقت متأخر، الشمس بدأت تغرب"", ""role"": ""user""},{""content"": ""مشا لحال, شمش بدات تاتغبر"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_5234","[{""content"": ""ترجم من الفصحى للدارجة: أريد غرفة تطل على منظر جميل ."", ""role"": ""user""},{""content"": ""بغيت غرفة كتطل على منظر ازوين."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_6880","[{""content"": ""ترجم من الفصحى للدارجة: كم قيمتها جملة ؟"", ""role"": ""user""},{""content"": ""شحال كايسواو فالمجموع؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_18424","[{""content"": ""ترجم من الفصحى للدارجة: وبالطبع تأتي الصقور للحمام"", ""role"": ""user""},{""content"": ""أُ طابعان كاتجي الصوقور علا قبال لحامام"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_4484","[{""content"": ""ترجم من الفصحى للدارجة: وسط فقط ، من فضلك ."", ""role"": ""user""},{""content"": ""غير متوسط، عافاك."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_34","[{""content"": ""ترجم من الفصحى للدارجة: سأقيم لدى صديقي ."", ""role"": ""user""},{""content"": ""غادي نبقى مع صاحبي."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_17854","[{""content"": ""ترجم من الفصحى للدارجة: ليس من السهل العثور على طبيب جديد يعمل عندما تغير مدينتك"", ""role"": ""user""},{""content"": ""ماشي ساهل تالقا طبيب جديد كايخدام منين كاتغاير لمدينا"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_946","[{""content"": ""ترجم من الفصحى للدارجة: لدي صديق في فرقة موسيقية"", ""role"": ""user""},{""content"": ""عندي ساحبي فمجموعا موسيقييا"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_21298","[{""content"": ""ترجم من الفصحى للدارجة: أنا أرتجف"", ""role"": ""user""},{""content"": ""كانقفقف"", ""role"": ""assistant""}]","msa_dr","null"
"madar_few_shot","madar_few_shot_1696","[{""content"": ""ترجم من الفصحى للدارجة: ينبغي عليك أن تجرب الطعام الذي يقدم في هذا المكان ؟ <|assistant|> خصك تجرب قائمة الأكل الرسمية ديالهم. <|user|> ترجم من الفصحى للدارجة: اتصل بشركة تأمين ، من فضلك ؟ <|assistant|> اتصل بشركة التأمين، عافاك. <|user|> ترجم من الفصحى للدارجة: ما هي الألوان الأخرى المتاحة للسيارات الشيفرولية ؟ <|assistant|> هاد الشيفرولي كاينة فشي ألوان أخرى؟ <|user|> ترجم من الفصحى للدارجة: الأكل في الفندق يكلف كثيراً ، لذلك دعنا نخرج إلي أي مكان ."", ""role"": ""user""},{""content"": ""الماكلة راها غالية فالأوطيل، إذن نخرجو لشي بلاصة."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_450","[{""content"": ""ترجم من الفصحى للدارجة: كم يكلّف بالبريد الجوي ؟"", ""role"": ""user""},{""content"": ""بشحال ب الطيارا؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_11230","[{""content"": ""ترجم من الفصحى للدارجة: هو طويل"", ""role"": ""user""},{""content"": ""هووّا طويل"", ""role"": ""assistant""}]","msa_dr","null"
"doda_multi_turns","doda_multi_turns_3082","[{""content"": ""ترجم من الفصحى للدارجة: نعم، إنها فكرة جيدة لوضع طبق من اللحم!"", ""role"": ""user""},{""content"": ""أه فيكرا مازيانا أنّاك دير طاباق ديال لحام"", ""role"": ""assistant""},{""content"": ""ترجم: أنا قلق بشأن أمي"", ""role"": ""user""},{""content"": ""أنا ماشطون علا لواليدا"", ""role"": ""assistant""},{""content"": ""ترجم: قد يكون"", ""role"": ""user""},{""content"": ""إقدر"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_12768","[{""content"": ""ترجم من الفصحى للدارجة: في هذا الطريق ، اتجه يميناً ."", ""role"": ""user""},{""content"": ""من هنا، دور على اليمين."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_2182","[{""content"": ""ترجم من الفصحى للدارجة: ما هو رقم رحلتك الطائرة ؟"", ""role"": ""user""},{""content"": ""شنو كان الرقم ديال الرحلة ديالك؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_17356","[{""content"": ""ترجم من الفصحى للدارجة: حسنًا، فنجان قهوة واحد، وجرعتين من الفودكا ومارتيني قادم"", ""role"": ""user""},{""content"": ""واخا, واحاد قهوا, جوج من ڤودكا أُ مارتيني جايين"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_8428","[{""content"": ""ترجم من الفصحى للدارجة: سأسأله عما يناسبه قبل أن أناديه ."", ""role"": ""user""},{""content"": ""غادي نطلب منو الوقت المناسب قبل مانعيط."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_32776","[{""content"": ""ترجم من الفصحى للدارجة: كيف حالك"", ""role"": ""user""},{""content"": ""أش كاتعاود"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_13108","[{""content"": ""ترجم من الفصحى للدارجة: دعني أقول ما أريد ."", ""role"": ""user""},{""content"": ""خليني نقول اهضرتي."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_12150","[{""content"": ""ترجم من الفصحى للدارجة: اوه ، ياه ، هذا لذيذ جداً . أنت طباخ جيد . أتمنى لو كنت اعرف كيف أعده ."", ""role"": ""user""},{""content"": ""أوه، هادشي بنين بزاف. كاتطيب مزيان. كانتمنى نعرف ندير حالك."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_5392","[{""content"": ""ترجم من الفصحى للدارجة: أريد مقعد بالقرب من النافذة , من فضلك ."", ""role"": ""user""},{""content"": ""بغيت بلاصة حدا الشرجم، عافاك."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_556","[{""content"": ""ترجم من الفصحى للدارجة: إنه يحب القراءة"", ""role"": ""user""},{""content"": ""كايبغي يقرا"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_6184","[{""content"": ""ترجم من الفصحى للدارجة: من الجيد أن أراك."", ""role"": ""user""},{""content"": ""ساعا ساعيدا ملّي شفناك."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_5340","[{""content"": ""ترجم من الفصحى للدارجة: معذرة ، لكن هذا لا يبدو صحيحاً ."", ""role"": ""user""},{""content"": ""اسمح لي. ولكن هاد الشي ماكايبانش صحيح."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_26578","[{""content"": ""ترجم من الفصحى للدارجة: لدي بعض الخطمي في حقيبتي"", ""role"": ""user""},{""content"": ""عاندي شوييا ديال حالوا خاتميا فشكارا ديالي"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_15910","[{""content"": ""ترجم من الفصحى للدارجة: من فضلك مرر كرة لي ."", ""role"": ""user""},{""content"": ""عافاك رمي ليا الكرة."", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_4438","[{""content"": ""ترجم من الفصحى للدارجة: نعم ، لدينا ثلاثة ملاعب تنس خلف هذا الجناح ."", ""role"": ""user""},{""content"": ""اه، عندنا تلاتة ديال التيرانات ديال التنس في اللور ديال الجناح."", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_23206","[{""content"": ""ترجم من الفصحى للدارجة: هل يمكنك البدء بتقطيع الخضروات من فضلك"", ""role"": ""user""},{""content"": ""واخا تبدا تقطّع لخضرا عافاك"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_12014","[{""content"": ""ترجم من الفصحى للدارجة: هل يوجد مطعم للوجبات الخفيفة هنا ؟"", ""role"": ""user""},{""content"": ""واش كاين شي سناك بار هنايا؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_17224","[{""content"": ""ترجم من الفصحى للدارجة: هذه المقصات تقطع جيدًا"", ""role"": ""user""},{""content"": ""هاد لمقصّ كايقطّع مزيان"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_12190","[{""content"": ""ترجم من الفصحى للدارجة: عندما كنت صغيرًا"", ""role"": ""user""},{""content"": ""ملّي كنت صغير"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_12268","[{""content"": ""ترجم من الفصحى للدارجة: لماذا احتفظ المنتج أ بحصته الكبيرة من السوق خلال السنوات الخمس الماضية ؟"", ""role"": ""user""},{""content"": ""علاش المنتوج ""أ"" بقا شاد بلاصتو في السوق الكبير في هاد الخمس السنين لي دازت؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda_few_shot","doda_few_shot_2842","[{""content"": ""ترجم من الفصحى للدارجة: هذا هو هاتفي، ليس هاتفك <|assistant|> هادا تيليفوني, ماشي ديالك <|user|> ترجم من الفصحى للدارجة: هل سبق لك أن طرت؟ <|assistant|> واش سافرتي فسما من قبل <|user|> ترجم من الفصحى للدارجة: أحب مشاهدتهم وهم يطفون على سطح الماء! <|assistant|> كايعجبني نشوفهوم كاعومو فلما! <|user|> ترجم من الفصحى للدارجة: ويمكنني الحصول على بعض الزينة، البالونات وأشياء اخرى"", ""role"": ""user""},{""content"": ""أُ نقدر نجيب شي ديكور, نفّاخات أُ شي لعيبات"", ""role"": ""assistant""}]","msa_dr","null"
"madar","madar_2318","[{""content"": ""ترجم من الفصحى للدارجة: السائحون ، هنا ؟"", ""role"": ""user""},{""content"": ""السياح، هنا؟"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_41734","[{""content"": ""ترجم من الفصحى للدارجة: أنا أحب لون معطفك"", ""role"": ""user""},{""content"": ""عجبني اللون ديال الجاكيطا ديالك"", ""role"": ""assistant""}]","msa_dr","null"
"doda_few_shot","doda_few_shot_4468","[{""content"": ""ترجم من الفصحى للدارجة: هل ما زالوا نيئين؟ <|assistant|> واش باقيين خضرين? <|user|> ترجم من الفصحى للدارجة: الطقس جميل جدًا لدرجة أنني أفكر في أخذ يوم إجازة <|assistant|> لجوو زين, كايبان ليا أنّاخود شي كونجي. <|user|> ترجم من الفصحى للدارجة: أفضل مكان للبدء <|assistant|> أحسن بلاصا تبدا منها <|user|> ترجم من الفصحى للدارجة: تبرعت بالدم"", ""role"": ""user""},{""content"": ""تبرّعت بدّم"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_5878","[{""content"": ""ترجم من الفصحى للدارجة: لا يوجد محيط تحتنا، فقط باكستان"", ""role"": ""user""},{""content"": ""ماكاين التا بحر تحت منّا, هير پاكيستان"", ""role"": ""assistant""}]","msa_dr","null"
"doda","doda_17704","[{""content"": ""ترجم من الفصحى للدارجة: تصبح على خير"", ""role"": ""user""},{""content"": ""تصبح على خير"", ""role"": ""assistant""}]","msa_dr","null"
