"dataset
string","id
string","messages
list","direction
string","metadata
dict"
"nllb-seed","nllb-seed_3219","[{""content"": ""ترجم من الدارجة للإنجليزية: من بعد نجاحها في شارع الغروب، بدات في برودواي في إحياء القرن العشرين مع خوسيه فيرير، وفي نينا مع ديفيد نيفن"", ""role"": ""user""},{""content"": ""After her success with Sunset Boulevard, she starred on Broadway in a revival of Twentieth Century with José Ferrer, and in Nina with David Niven."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_16497","[{""content"": ""ترجم من الدارجة للإنجليزية: بصّحّا"", ""role"": ""user""},{""content"": ""To your health"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_8475","[{""content"": ""ترجم من الدارجة للإنجليزية: أُلخدما عنداك علا وجاه لخوسوس"", ""role"": ""user""},{""content"": ""and working for you, in particular"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_2013","[{""content"": ""ترجم من الدارجة للإنجليزية: جاوب ف التيليفون <|assistant|> Answer the phone <|user|> ترجم من الدارجة للإنجليزية: كانكتاب كتاب علا لمشاش حاليان <|assistant|> I'm writing a book about cats at the moment <|user|> ترجم من الدارجة للإنجليزية: سبغ الدار ب لخضر <|assistant|> He painted the house in green <|user|> ترجم من الدارجة للإنجليزية: مشا ل حديقة الحيوانات"", ""role"": ""user""},{""content"": ""He went to the zoo"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_6295","[{""content"": ""ترجم من الدارجة للإنجليزية: كان كيتعتبر المنجنيق، اللي من المحتمل أنه تم تطويره من البتراريا في القرن الثالث عشر، السلاح الأكثر فاعلية في الحصار قبل تطوير المدافع."", ""role"": ""user""},{""content"": ""The trebuchet, which probably evolved from the petraria in the 13th century, was the most effective siege weapon before the development of cannons."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_963","[{""content"": ""ترجم من الدارجة للإنجليزية: كنضن غادي نحاول نعس دابا من بعد الشامبانيا"", ""role"": ""user""},{""content"": ""I think I may try and sleep now after the champagne"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_6027","[{""content"": ""ترجم من الدارجة للإنجليزية: مافهامتش هاد سوأل مزيان"", ""role"": ""user""},{""content"": ""I didn't quite understand that question"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_30129","[{""content"": ""ترجم من الدارجة للإنجليزية: بغيت نجيب معايا لكيكا ديالي تاهيا"", ""role"": ""user""},{""content"": ""I would like to bring my own cake as well"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_2763","[{""content"": ""ترجم من الدارجة للإنجليزية: خالينا نڭولو بجوج معا صوعوبا ليعنداك"", ""role"": ""user""},{""content"": ""Let's say together with your difficulty"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_2805","[{""content"": ""ترجم من الدارجة للإنجليزية: ربحت فلأخير <|assistant|> I won at the end <|user|> ترجم من الدارجة للإنجليزية: أنا هنا يوماين هادي <|assistant|> I've been here for two days <|user|> ترجم من الدارجة للإنجليزية: خوصوصان سيمانا جايا, محتاجك ديري واحد ل پرزنتاصيون علا لماوضوع اللي عزيز عليك. <|assistant|> Especially for next week, I need you to do a presentation on your favorite subject: <|user|> ترجم من الدارجة للإنجليزية: ڭولّيه راه خسّني نهدر معاه"", ""role"": ""user""},{""content"": ""Tell him that I need to talk to him"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_27705","[{""content"": ""ترجم من الدارجة للإنجليزية: شعل الضو"", ""role"": ""user""},{""content"": ""turn on the light"", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_2439","[{""content"": ""ترجم من الدارجة للإنجليزية: لباس الأول ديال أوفشكين عطى الماتش الليلة فاش سجل الصاعد نيكلاس باكستروم هدف الفوز."", ""role"": ""user""},{""content"": ""Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom;"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_3995","[{""content"": ""ترجم من الدارجة للإنجليزية: كانت الديانة الهندوسية تطورت في اواخر العصر البرونزي في شبه القارة الهندية."", ""role"": ""user""},{""content"": ""Hinduism developed in the late Bronze Age on the Indian subcontinent."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_8375","[{""content"": ""ترجم من الدارجة للإنجليزية: راع التنوع في أنواع المعادلات كبير، وحتى الطرق المقابلة."", ""role"": ""user""},{""content"": ""The variety in types of equations is large, and so are the corresponding methods."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_22869","[{""content"": ""ترجم من الدارجة للإنجليزية: كاينين مالاعيب لهاد ناوع ديال لخوداع"", ""role"": ""user""},{""content"": ""there are stadiums for that sort of shenanigans"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_2925","[{""content"": ""ترجم من الدارجة للإنجليزية: خويا الصغير كايقرا <|assistant|> My younger brother goes to school <|user|> ترجم من الدارجة للإنجليزية: فاش غانخرجو من طريق, غانمشيو ل سيكتور ديال لحاياوانات <|assistant|> As soon as we get out of the way, we'll go into wild beasts territory <|user|> ترجم من الدارجة للإنجليزية: الزنقا التانيا <|assistant|> The 2nd street <|user|> ترجم من الدارجة للإنجليزية: نشوفوك غدّا"", ""role"": ""user""},{""content"": ""see you tomorrow"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_1467","[{""content"": ""ترجم من الدارجة للإنجليزية: أنا غير كانتبارهاش <|assistant|> I'm just being silly <|user|> ترجم من الدارجة للإنجليزية: ليلأساف, مرّا خرا <|assistant|> Unfortunately, another time <|user|> ترجم من الدارجة للإنجليزية: أنا كاتيب. <|assistant|> I'm a writer. <|user|> ترجم من الدارجة للإنجليزية: أنا مسيحي"", ""role"": ""user""},{""content"": ""I am a christian"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed_multi_turns","nllb-seed_multi_turns_571","[{""content"": ""ترجم من الدارجة للإنجليزية: بورتس كيجبد التبرع بمنحة دراسية لأحد الأفراد المنتمين للمجموعة العرقية نفسها كمثال على ذاكشي."", ""role"": ""user""},{""content"": ""Portes mentions the donation of a scholarship to a member of the same ethnic group as an example of this."", ""role"": ""assistant""},{""content"": ""ترجم: في لمراح ديال المبنى، تم الكشف عن لوحة ديالت نحاس مكتوب عليها ""تقديراً لمساهمة السيد كرايسلر في التقدم المدني""."", ""role"": ""user""},{""content"": ""In the lobby of the building, a bronze plaque that read ""in recognition of Mr. Chrysler's contribution to civic advancement"" was unveiled."", ""role"": ""assistant""},{""content"": ""ترجم: مثالً، قدرات كريستين لاد (1847ء1930) تسجل فبرنامج الدكتوراه باسم ""سي. لاد""؛ ونجزات كريستين ""كيتي"" لاد الشروط فعام 1882، لكنها مخادتش شهادتها حتى لعام 1926، بعد مسيرة مهنية شملات الجبر المنطقي (شوف جدول الحقيقة)، ورؤية الألوان، وعلم النفس."", ""role"": ""user""},{""content"": ""For example, Christine Ladd (1847–1930) was able to enter a Ph.D. program as ""C. Ladd""; Christine ""Kitty"" Ladd completed the requirements in 1882, but was awarded her degree only in 1926, after a career which spanned the algebra of logic (see truth table), color vision, and psychology."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_14091","[{""content"": ""ترجم من الدارجة للإنجليزية: غادي توسال ل إجتيماع ديالك فلواقت, والاكين ماشي معايا."", ""role"": ""user""},{""content"": ""You will get to your meeting on time, but not with me."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_24879","[{""content"": ""ترجم من الدارجة للإنجليزية: وم...سماح لييا أشنو كان سوأل ديالك?"", ""role"": ""user""},{""content"": ""Um... sorry what was the question?"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_2461","[{""content"": ""ترجم من الدارجة للإنجليزية: وعلى العكس من هادشي، كتحسب الحيوانات بحال الحوت والجران من اللي عندهم الدم البارد حيث كتأقلم بيئتها الداخلية (كمثال، درجة حرارة الجسم) باش تناسب بيئاتها الخارجية."", ""role"": ""user""},{""content"": ""In contrast, animals such as fishes and frogs are conformers as they adapt their internal environment (e.g., body temperature) to match their external environments."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1055","[{""content"": ""ترجم من الدارجة للإنجليزية: التحليلات الثقافية ديال لديفيد على القرابة الأمريكية تبتات بلي عندها تأثيرات متساوية."", ""role"": ""user""},{""content"": ""David Schnieder's cultural analysis of American kinship has proven equally influential."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_32157","[{""content"": ""ترجم من الدارجة للإنجليزية: كانّاكول كوكيز"", ""role"": ""user""},{""content"": ""I eat cookies"", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_2601","[{""content"": ""ترجم من الدارجة للإنجليزية: باتن وصل للمركز 190 في القائمة ديال أغنى 400 أمريكي في عام 2008 ووصلات الثروة دياله لـ 2.3 مليار دولار."", ""role"": ""user""},{""content"": ""Batten was ranked 190th on the 2008 400 Richest Americans list with an estimated fortune of $2.3 billion."", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_4479","[{""content"": ""ترجم من الدارجة للإنجليزية: ""كاميرات لمراقبة غتسيفط اشارات قوية لناس اللي كيخدمو مع الحيوانات بأن السلامة ديالها هي الاولويه لقصوي""."", ""role"": ""user""},{""content"": """"The CCTV would certainly send a strong signal to those people working with animals that their welfare is of the highest priority."""", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_6177","[{""content"": ""ترجم من الدارجة للإنجليزية: واش عانداك شي ماطعام موفاضال?"", ""role"": ""user""},{""content"": ""Do you have a favourite restaurant?"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed_few_shot","nllb-seed_few_shot_417","[{""content"": ""ترجم من الدارجة للإنجليزية: كيعتمد نظام الأرقام الناتج إلى الأساس المستعمل للأرقام: فين تقدر تستعمل أي أساس، ولكن كيعطي أساس الأعداد الأولية أحسن الخصائص الرياضية. <|assistant|> The number system that results depends on what base is used for the digits: any base is possible, but a prime number base provides the best mathematical properties. <|user|> ترجم من الدارجة للإنجليزية: هذا المجمع تيشبه للمعبد ب في تولتيك عاصمة تولا، ويشير إلى شكل من أشكال الاتصال الثقافي بين المنطقتين. <|assistant|> This complex is analogous to Temple B at the Toltec capital of Tula, and indicates some form of cultural contact between the two regions. <|user|> ترجم من الدارجة للإنجليزية: في المجتمعات النامية كيقوم هذا النظام بشكل أساسي على القرابة والقيم المشتركة و فالمجتمعات المتقدمة كثر كتفرض نظريات مختلفة متعلقة باش كيساهم في الشعور بالتضامن، أو بالأحرى، التماسك الاجتماعي. <|assistant|> In developing societies it may be mainly based on kinship and shared values while more developed societies accumulate various theories as to what contributes to a sense of solidarity, or rather, social cohesion. <|user|> ترجم من الدارجة للإنجليزية: قبل من بداية القرن الثامن عشر، كان عند الملك الحق باش يعطي صوته الا تم تقسيم الطبقات بشكل متساوي."", ""role"": ""user""},{""content"": ""Prior to the 18th century, the King had the right to cast a deciding vote if the Estates were split evenly."", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_4797","[{""content"": ""ترجم من الدارجة للإنجليزية: شحال ديال لوقت ونتا كاتسنّا? <|assistant|> How long have you been waiting? <|user|> ترجم من الدارجة للإنجليزية: غادي تخرّج هاد لعام <|assistant|> She's graduating this year <|user|> ترجم من الدارجة للإنجليزية: فلخدما ديالك أُلّا علا برّا <|assistant|> in your work or elsewhere <|user|> ترجم من الدارجة للإنجليزية: مالقيتوش"", ""role"": ""user""},{""content"": ""I didn't find it"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5233","[{""content"": ""ترجم من الدارجة للإنجليزية: وتتشمل التطورات اللاحقة تطور التانترا والتأثيرات الإيرانية الإسلامية."", ""role"": ""user""},{""content"": ""Later developments include the development of Tantra and Iranian-Islamic influences."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_23775","[{""content"": ""ترجم من الدارجة للإنجليزية: لا, مازال ماحلّيتها"", ""role"": ""user""},{""content"": ""No, I haven't opened it yet"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_40275","[{""content"": ""ترجم من الدارجة للإنجليزية: هادشي مزيان."", ""role"": ""user""},{""content"": ""That's good to know."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_27435","[{""content"": ""ترجم من الدارجة للإنجليزية: واخا غادي نديرها."", ""role"": ""user""},{""content"": ""Okay I will."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_11073","[{""content"": ""ترجم من الدارجة للإنجليزية: أش غاندير?"", ""role"": ""user""},{""content"": ""What do I do?"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_8119","[{""content"": ""ترجم من الدارجة للإنجليزية: كيأثر التنوع البيولوجي على كيفاش كتخدم الأنظمة البيئية اللي كيخلي مجموعة مختلفة من الخدمات اللي كيعولو عليها البشر."", ""role"": ""user""},{""content"": ""Biodiversity affects the functioning of ecosystems, which provide a variety of services upon which people depend."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_2913","[{""content"": ""ترجم من الدارجة للإنجليزية: ماشي بحال الحيوانات البرية"", ""role"": ""user""},{""content"": ""unlike wild animals"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_30465","[{""content"": ""ترجم من الدارجة للإنجليزية: فلواقيع إقدار إكون هادا حال مزيان"", ""role"": ""user""},{""content"": ""actually that might be a good solution"", ""role"": ""assistant""}]","dr_en","null"
"doda_multi_turns","doda_multi_turns_2307","[{""content"": ""ترجم من الدارجة للإنجليزية: ماعرافتش علاش كانڭوليك هادشي."", ""role"": ""user""},{""content"": ""I don't know why I'm telling you this."", ""role"": ""assistant""},{""content"": ""ترجم: راه واحد لمرا رباحت ميستر يونيفرس"", ""role"": ""user""},{""content"": ""I once won Mr Universe"", ""role"": ""assistant""},{""content"": ""ترجم: هوا تلميد زوين"", ""role"": ""user""},{""content"": ""He's a very good student"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5049","[{""content"": ""ترجم من الدارجة للإنجليزية: راه أقدم تأكيد مسجل لوجود حياة بشرية خارج كوكب الأرض كاين في الكتابات المقدسة الجاينية القديمة."", ""role"": ""user""},{""content"": ""The earliest recorded assertion of extraterrestrial human life is found in ancient scriptures of Jainism."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1221","[{""content"": ""ترجم من الدارجة للإنجليزية: عدد الناس فشي مجموعة ماشي مهم، ولكن فبلاصت هادشي، كيتسمى مقياس كيتعرف باسم الحجم الفعال للسكان."", ""role"": ""user""},{""content"": ""The number of individuals in a population is not critical, but instead a measure known as the effective population size."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_23247","[{""content"": ""ترجم من الدارجة للإنجليزية: ماكاين مايدّار"", ""role"": ""user""},{""content"": ""There is nothing to do"", ""role"": ""assistant""}]","dr_en","null"
"doda_multi_turns","doda_multi_turns_4647","[{""content"": ""ترجم من الدارجة للإنجليزية: كان ديما عندي شي حاجا لناس ديال سولتا"", ""role"": ""user""},{""content"": ""I have always had a thing for people in authority"", ""role"": ""assistant""},{""content"": ""ترجم: ماعجبنيش هادشي"", ""role"": ""user""},{""content"": ""I didn't like this"", ""role"": ""assistant""},{""content"": ""ترجم: درت خاطاء"", ""role"": ""user""},{""content"": ""I have made a mistake"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_2139","[{""content"": ""ترجم من الدارجة للإنجليزية: شنو سميت ولدك? <|assistant|> What's the name of your son? <|user|> ترجم من الدارجة للإنجليزية: كاتمتّل أنّاك باغي تعرف كيداز نهاري, كي كانحسّ, علاياش كانقلّب ف لحايات? <|assistant|> PRETENDING to want to know how my day was, how I felt, what I was looking for in life? <|user|> ترجم من الدارجة للإنجليزية: خصّني نجرّب <|assistant|> I have to try <|user|> ترجم من الدارجة للإنجليزية: كايبان ليا حسن نحبسو هاد نيقاش."", ""role"": ""user""},{""content"": ""I'd rather stop this conversation."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed_few_shot","nllb-seed_few_shot_727","[{""content"": ""ترجم من الدارجة للإنجليزية: تتبيّن دراسات التباين الجيني البشري أن السكان ماشي معزولين جغرافيًا، وأن اختلافاتهم الجينية أصغر بزاف من هادك لي موجودة بين الأنواع الفرعية المتشابهة. <|assistant|> Studies of human genetic variation show that human populations are not geographically isolated, and their genetic differences are far smaller than those among comparable subspecies. <|user|> ترجم من الدارجة للإنجليزية: و فالاخر، كيتكتشفو شي طلائعيات ناقصها الميتوكوندريا. <|assistant|> Finally, some protists lacking mitochondria were discovered. <|user|> ترجم من الدارجة للإنجليزية: كتاشف بلي مجموع الضوء من نقطة وحدة من المشهد تصور في نقطة وحدة في الجزء الخلفي ديال الكرة الزجاجية. <|assistant|> He found that all the light from a single point of the scene was imaged at a single point at the back of the glass sphere. <|user|> ترجم من الدارجة للإنجليزية: في العلوم الاجتماعية، الهيكل الاجتماعي هو الترتيبات الاجتماعية المماثلة في المجتمع الي كتنشأ على أفعال الأفراد وكتحددها على حد سواء."", ""role"": ""user""},{""content"": ""In the social sciences, social structure is the patterned social arrangements in society that are both emergent from and determinant of the actions of individuals."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_28719","[{""content"": ""ترجم من الدارجة للإنجليزية: تسنّا حتّا نسالي"", ""role"": ""user""},{""content"": ""wait till I finish"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_2457","[{""content"": ""ترجم من الدارجة للإنجليزية: كاندير پيانو مرّا مرّا. <|assistant|> I do the piano sometimes. <|user|> ترجم من الدارجة للإنجليزية: إمكن لينا نمشيو نشوفو أش كايدير داك سينجاب تمّا <|assistant|> We could go see what that squirrel's doing over there <|user|> ترجم من الدارجة للإنجليزية: شوكران بزاف حيت جيتو تشوفوني <|assistant|> Thank you so much for coming to see me <|user|> ترجم من الدارجة للإنجليزية: اللا, كليتها فطريق فاش كنت جاي لهنا."", ""role"": ""user""},{""content"": ""No, I ate it on the way here."", ""role"": ""assistant""}]","dr_en","null"
"doda_multi_turns","doda_multi_turns_633","[{""content"": ""ترجم من الدارجة للإنجليزية: كايعيش فهاد الضار بوحدو"", ""role"": ""user""},{""content"": ""He lives in this house by himself"", ""role"": ""assistant""},{""content"": ""ترجم: أياه"", ""role"": ""user""},{""content"": ""Yes"", ""role"": ""assistant""},{""content"": ""ترجم: لهيند كاينا ف أسيا"", ""role"": ""user""},{""content"": ""India is in Asia"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_1299","[{""content"": ""ترجم من الدارجة للإنجليزية: ألا مابيتيش تعتيه ياكول <|assistant|> As long as you don't try to feed it <|user|> ترجم من الدارجة للإنجليزية: نسيت عيد ميلادو <|assistant|> I forgot about his birthday <|user|> ترجم من الدارجة للإنجليزية: أُ شحال هادا باش نتا مكلّف? <|assistant|> and how long have you been in charge? <|user|> ترجم من الدارجة للإنجليزية: النفاق ديالو كايمرّضني"", ""role"": ""user""},{""content"": ""His hypocrisy makes me sick"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_12123","[{""content"": ""ترجم من الدارجة للإنجليزية: دابا هادي فيكرا مزيانا"", ""role"": ""user""},{""content"": ""Now that's a good idea!"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_13635","[{""content"": ""ترجم من الدارجة للإنجليزية: ماكاتعجبنيش هاد لأغنييا"", ""role"": ""user""},{""content"": ""I don't like this song"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_4353","[{""content"": ""ترجم من الدارجة للإنجليزية: هادا كادو ديال خويا <|assistant|> It's a gift for my brother <|user|> ترجم من الدارجة للإنجليزية: هادشي بساح <|assistant|> That is true. <|user|> ترجم من الدارجة للإنجليزية: واش عندك شي أفكار خرين جاوك ف راسك? <|assistant|> Do you have any other ideas that come to mind? <|user|> ترجم من الدارجة للإنجليزية: أنا تالف ف لغابا, ماعرافتش أش وقاع"", ""role"": ""user""},{""content"": ""I'm lost in the forest, I don't know what happened"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_39459","[{""content"": ""ترجم من الدارجة للإنجليزية: شوكران تانتا!"", ""role"": ""user""},{""content"": ""Thank you too!"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5067","[{""content"": ""ترجم من الدارجة للإنجليزية: كندا: فكرة ذكية: أول ثدييات متحولة وراثيًا تنتجت بحقن الحمض النووي الفيروسي في أجنة من بعد زرع الأجنة في الإناث."", ""role"": ""user""},{""content"": ""Canada: Brainwaving The first transgenic mammals were produced by injecting viral DNA into embryos and then implanting the embryos in females."", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_537","[{""content"": ""ترجم من الدارجة للإنجليزية: أودي هير أجي, راه ملّيت مان نتحرق فشمس أُنلعاب لكاليمات لموتاقاتيعا <|assistant|> Oh come on, I've had enough of getting burnt in the sun and doing crosswords <|user|> ترجم من الدارجة للإنجليزية: التاعليم ضاروري <|assistant|> education is important <|user|> ترجم من الدارجة للإنجليزية: كاين شي واهد هنا كايهدر بل أنڭلايس? <|assistant|> Does anyone here speak English? <|user|> ترجم من الدارجة للإنجليزية: شهر لي فات"", ""role"": ""user""},{""content"": ""Last month"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_27789","[{""content"": ""ترجم من الدارجة للإنجليزية: من واحد ناحيا, تستاهل هادشي."", ""role"": ""user""},{""content"": ""In a way, she's gonna deserve it."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_5649","[{""content"": ""ترجم من الدارجة للإنجليزية: بسّاح."", ""role"": ""user""},{""content"": ""That's right."", ""role"": ""assistant""}]","dr_en","null"
"doda_multi_turns","doda_multi_turns_1875","[{""content"": ""ترجم من الدارجة للإنجليزية: كان مان داواعي سوروري ندوي معاكوم ليوم!"", ""role"": ""user""},{""content"": ""It was a pleasure talking to you today!"", ""role"": ""assistant""},{""content"": ""ترجم: مابغيتش نتبارزاط"", ""role"": ""user""},{""content"": ""I don't want to be disturbed"", ""role"": ""assistant""},{""content"": ""ترجم: كاين الباك ف الدار?"", ""role"": ""user""},{""content"": ""Is your father home?"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_3005","[{""content"": ""ترجم من الدارجة للإنجليزية: حتى كتستعم البولا ديال الضو باش تعبر على علامة تجارية عاد كتعتابر كوسيط"", ""role"": ""user""},{""content"": ""It is not until the electric light is used to spell a brand name that it is recognized as medium."", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_411","[{""content"": ""ترجم من الدارجة للإنجليزية: ديما تايدير ليا هادشي <|assistant|> He always does that for me <|user|> ترجم من الدارجة للإنجليزية: شكون لموعلّيم ديالك? <|assistant|> Who is your teacher? <|user|> ترجم من الدارجة للإنجليزية: تعادلنا <|assistant|> We are even <|user|> ترجم من الدارجة للإنجليزية: ماعادا إلا ڭولنا ليهوم يجيبو شويا معاهوم."", ""role"": ""user""},{""content"": ""Unless we ask them to bring some with them."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1871","[{""content"": ""ترجم من الدارجة للإنجليزية: في أغلب ديل المرات، كتعتمد هاد المؤسسات على المنح التمويلية من الحكومة وكذلك الموارد المالية الخاصة."", ""role"": ""user""},{""content"": ""Often these institutions rely on grant funding from the government as well as the private funds."", ""role"": ""assistant""}]","dr_en","null"
"doda_multi_turns","doda_multi_turns_3027","[{""content"": ""ترجم من الدارجة للإنجليزية: عاد شف ديالي عيّط ليا ل بيرو ديالو باش إڭولّيا راه ماغايتزادنيش فلخلاص هاد لعام حيت شاريكا ماخدّاماش مزيان"", ""role"": ""user""},{""content"": ""Then my boss called me in to his office to tell me that I wouldn't be getting a pay rise this year as the business wasn't doing very well"", ""role"": ""assistant""},{""content"": ""ترجم: لقاضيا بدات كاتسخون هنا."", ""role"": ""user""},{""content"": ""It's getting hot in here."", ""role"": ""assistant""},{""content"": ""ترجم: كانبغي التا ندور أُنسماع لطيور"", ""role"": ""user""},{""content"": ""I also like to walk around and listen to birds"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_31281","[{""content"": ""ترجم من الدارجة للإنجليزية: لكادو زوين"", ""role"": ""user""},{""content"": ""the gift is beautiful"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_49","[{""content"": ""ترجم من الدارجة للإنجليزية: البقايا ديال 25 إنسان صغير على الأقل، للي كانو عاشو بين 1،000 أو 3،000 عام هذي، كانو مؤخرا تلقاو في جزر بالاو في ميكرونيسي"", ""role"": ""user""},{""content"": ""The remains of at least 25 miniature humans, who lived between 1,000 and 3,000 years ago, were recently found on the islands of Palau in Micronesia."", ""role"": ""assistant""}]","dr_en","null"
"flores+_few_shot","flores+_few_shot_501","[{""content"": ""ترجم من الدارجة للإنجليزية: قتارح بيتمان أن الأوضاع مغديش تحسن حتال السيمانة الجاية. <|assistant|> Pittman suggested that conditions wouldn't improve until sometime next week. <|user|> ترجم من الدارجة للإنجليزية: تيعتبرو السيخيين أن الإيمان ديالهم منعازل على الهندوسية واخا تيعتارفو بالأصل والتقاليد الهندوسية كمصدر ليه. <|assistant|> Sikhs consider their faith to be a separate religion from Hinduism though they acknowledge its Hindu roots and traditions. <|user|> ترجم من الدارجة للإنجليزية: في موسم الأمطار (من نونبر إلى مارس)، غيرتافع منسوب الما وغادي تكون الشلالات أكثر إثارة. <|assistant|> In the rainy season (November to March), the water volume will be higher and the Falls will be more dramatic. <|user|> ترجم من الدارجة للإنجليزية: بعد هادشي اللي تقال، توقع أن تفك راسك، وكون علا بال في الأجزاء اللي منحدرة بزاف، خصوصا فاش تكون فازگ، حيث يمكن تولي خطيرة بزربة."", ""role"": ""user""},{""content"": ""That said, expect to be out of breath, and take care in the steeper portions, especially when wet, as it can become dangerous quickly."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_167","[{""content"": ""ترجم من الدارجة للإنجليزية: يمكن اعتبار أن بعض المبادئ (على سبيل المثال، بالنسبة لأي عنصرين، هناك مجموعة من العناصر تتكون من هذين العنصرين على وجه التحديد) صحيحة بشكل مباشر، لكن حدسية الفرضية المستمرة قد تثبت أنها غير قابلة للتقرير فقط على أساس هذه المبادئ."", ""role"": ""user""},{""content"": ""Certain principles (e.g., for any two objects, there is a collection of objects consisting of precisely those two objects) could be directly seen to be true, but the continuum hypothesis conjecture might prove undecidable just on the basis of such principles."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_9297","[{""content"": ""ترجم من الدارجة للإنجليزية: كايبان لييا خاسنا نواجدو دخلا بلحوت"", ""role"": ""user""},{""content"": ""It seems to me that we should be planning an entrance with fish"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_23859","[{""content"": ""ترجم من الدارجة للإنجليزية: نقدتي حياتي"", ""role"": ""user""},{""content"": ""You saved my life"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_19413","[{""content"": ""ترجم من الدارجة للإنجليزية: أحسن بلاصا تبدا منها"", ""role"": ""user""},{""content"": ""The best place to begin"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_25137","[{""content"": ""ترجم من الدارجة للإنجليزية: غزالين"", ""role"": ""user""},{""content"": ""They're really cute!"", ""role"": ""assistant""}]","dr_en","null"
